"dist_93","dist_76","dist_3","dist_62","dist_18","pseudo_2","pseudo_11","pseudo_4","ss_5","pseudo_15","pseudo_20","pseudo_6","pseudo_13","dist_16","pseudo_16","dist_17","dist_47","dist_2","pseudo_14","dist_75","pseudo_1","comp_16","dipep_211","pseudo_10","tran_18","pseudo_3","dist_1","aac_2","dist_77","dist_78","dist_72","ss_1","dist_91","pseudo_7","pseudo_9","dipep_48","dipep_31","aac_3","dist_29","dist_40","aac_13","dist_10","Output"
8.928571429,14.28571429,3.571428571,1.785714286,3.571428571,0,1.32814235,0,0.125,0.664071175,2.656284701,0,0,1.785714286,1.992213526,7.142857143,7.142857143,1.785714286,0.664071175,0,5.976640577,21.42857143,0,2.656284701,0.345454545,0.664071175,7.142857143,0,3.571428571,1.785714286,0,0,1.785714286,0,0,0,0,0.017857143,87.5,75,0,7.142857143,1
0.392156863,0.392156863,0.392156863,0.392156863,0.392156863,7.857224151,8.381039094,7.333409208,0.023529412,2.095259774,7.857224151,15.7144483,2.095259774,0.784313725,8.381039094,1.568627451,1.568627451,1.960784314,1.57144483,96.47058824,29.33363683,61.96078431,0.003937008,2.619074717,0.12992126,4.190519547,0.784313725,0.058823529,1.568627451,0.784313725,77.25490196,0.418372703,1.568627451,7.333409208,2.619074717,0,0.011811024,0.031372549,97.64705882,80.39215686,0.015686275,76.07843137,1
0.392156863,0.392156863,0.392156863,0.392156863,0.392156863,4.626620955,6.682896934,6.168827939,0.039215686,5.14068995,7.196965929,6.682896934,2.05627598,0.784313725,12.85172487,1.568627451,1.568627451,0.784313725,4.11255196,94.90196078,8.225103919,36.07843137,0.011811024,5.14068995,0.137795276,16.45020784,1.568627451,0.035294118,5.490196078,0.784313725,75.29411765,0.211841902,0.784313725,1.02813799,3.598482965,0.019685039,0,0.125490196,99.21568627,79.60784314,0.015686275,75.68627451,1
0.392156863,0.392156863,0.392156863,0.392156863,0.392156863,5.013426124,8.021481799,9.525509636,0.02745098,3.509398287,6.016111349,6.517453962,2.00537045,2.745098039,8.522824411,1.568627451,1.568627451,1.176470588,4.512083512,97.25490196,7.520139186,36.07843137,0,10.02685225,0.181102362,11.53088009,0.784313725,0.039215686,2.745098039,1.960784314,81.17647059,0.072687973,1.568627451,5.514768737,3.509398287,0.015748031,0.011811024,0.090196078,94.90196078,74.11764706,0.015686275,76.8627451,1
0.392156863,0.392156863,0.392156863,0.392156863,0.392156863,3.324037369,11.08012456,4.986056054,0.035294118,7.756087195,8.864099652,3.324037369,3.878043598,1.176470588,12.74214325,0.784313725,0.784313725,1.176470588,4.986056054,99.60784314,10.52611834,33.7254902,0.003937008,9.972112108,0.24015748,9.972112108,0.784313725,0.023529412,1.176470588,3.529411765,88.23529412,0.101899027,1.568627451,4.432049826,4.432049826,0.015748031,0,0.070588235,99.60784314,70.98039216,0.02745098,77.64705882,1
0.483091787,0.483091787,0.483091787,0.483091787,0.483091787,3.726785143,4.259183021,4.259183021,0.024154589,5.323978776,5.856376654,5.856376654,3.726785143,1.93236715,10.11555967,0.966183575,0.966183575,1.93236715,2.661989388,96.61835749,11.18035543,39.61352657,0,4.791580899,0.160194175,5.323978776,0.966183575,0.033816425,1.93236715,0.966183575,69.56521739,0.090263121,3.8647343,3.726785143,3.194387266,0.009708738,0,0.048309179,100,79.22705314,0.033816425,79.71014493,1
1.960784314,1.960784314,1.960784314,1.960784314,1.960784314,0,3.083199334,0,0.098039216,0.440457048,1.761828191,0.880914095,0.440457048,3.921568627,0.880914095,7.843137255,7.843137255,3.921568627,0.440457048,76.47058824,2.202285238,50.98039216,0,0.880914095,0.14,0.880914095,9.803921569,0,5.882352941,3.921568627,58.82352941,0.270588235,5.882352941,0.440457048,0,0,0,0.039215686,100,74.50980392,0.019607843,76.47058824,1
4.545454545,2.272727273,18.18181818,2.272727273,6.818181818,0.899791741,0.44989587,0.44989587,0.204545455,0.899791741,1.349687611,0.899791741,0,2.272727273,0,13.63636364,13.63636364,2.272727273,0,56.81818182,1.349687611,31.81818182,0,1.349687611,0.23255814,2.249479351,13.63636364,0.045454545,4.545454545,11.36363636,40.90909091,0.031712474,2.272727273,0.44989587,0.44989587,0.023255814,0,0.113636364,81.81818182,68.18181818,0,63.63636364,1
1.428571429,1.428571429,1.428571429,1.428571429,1.428571429,1.061806182,3.185418547,0,0.142857143,0.530903091,4.247224729,2.123612364,0.530903091,2.857142857,2.123612364,5.714285714,5.714285714,2.857142857,0.530903091,82.85714286,6.370837093,47.14285714,0.014492754,3.185418547,0.144927536,0.530903091,4.285714286,0.028571429,7.142857143,8.571428571,70,0.224016563,2.857142857,0,0,0,0,0.014285714,97.14285714,61.42857143,0.014285714,85.71428571,1
6.666666667,1.666666667,1.666666667,1.666666667,6.666666667,0,3.577025644,0,0.1,0,4.769367525,0.596170941,0,5,2.384683763,1.666666667,1.666666667,5,0.596170941,20,5.365538466,40,0,4.769367525,0.220338983,0.596170941,13.33333333,0,3.333333333,8.333333333,20,0.256214689,1.666666667,1.788512822,0,0,0,0.016666667,100,68.33333333,0,86.66666667,1
4.081632653,2.040816327,6.12244898,4.081632653,2.040816327,0.537740029,1.075480058,0,0.102040816,0,1.613220088,0.537740029,0.537740029,4.081632653,1.613220088,6.12244898,6.12244898,4.081632653,0,44.89795918,1.613220088,26.53061224,0,1.075480058,0.229166667,4.301920234,2.040816327,0.020408163,4.081632653,8.163265306,44.89795918,0,6.12244898,0.537740029,0.537740029,0.041666667,0,0.163265306,81.63265306,57.14285714,0.020408163,59.18367347,1
2.564102564,7.692307692,23.07692308,2.564102564,7.692307692,0,1.721264586,0,0.076923077,0,1.721264586,0,0,2.564102564,1.147509724,10.25641026,10.25641026,2.564102564,0,0,2.86877431,28.20512821,0,0,0.342105263,3.442529172,7.692307692,0,2.564102564,10.25641026,0,0.160593792,15.38461538,0.573754862,0,0.052631579,0,0.153846154,97.43589744,79.48717949,0,43.58974359,1
45.45454545,54.54545455,18.18181818,18.18181818,54.54545455,0.499287984,0,0.499287984,0,0,0.499287984,0,0,9.090909091,0.499287984,18.18181818,18.18181818,27.27272727,0,9.090909091,0.499287984,27.27272727,0,0.499287984,0.3,0,9.090909091,0.090909091,18.18181818,9.090909091,9.090909091,0,18.18181818,0.499287984,0,0,0,0,90.90909091,81.81818182,0,54.54545455,1
1.724137931,1.724137931,1.724137931,1.724137931,1.724137931,0.546705408,1.640116223,1.093410815,0.086206897,0.546705408,1.640116223,2.186821631,1.640116223,6.896551724,1.640116223,5.172413793,5.172413793,6.896551724,0.546705408,63.79310345,2.733527038,36.20689655,0,3.826937854,0.175438596,2.186821631,5.172413793,0.017241379,8.620689655,5.172413793,31.03448276,0.0538415,6.896551724,1.093410815,0,0,0,0.068965517,96.55172414,72.4137931,0.051724138,62.06896552,1
