aac_2,aac_3,aac_13,dipep_31,dipep_48,dipep_191,dipep_211,dipep_280,pseudo_1,pseudo_2,pseudo_3,pseudo_4,pseudo_6,pseudo_7,pseudo_9,pseudo_10,pseudo_11,pseudo_13,pseudo_14,pseudo_15,pseudo_16,pseudo_20,comp_16,tran_18,dist_1,dist_2,dist_3,dist_10,dist_16,dist_17,dist_18,dist_29,dist_40,dist_47,dist_62,dist_72,dist_75,dist_76,dist_77,dist_78,dist_91,dist_93,ss_1,ss_5,Output
0,0.159090909,0,0,0.046511628,0,0,0,3.319834716,0,3.873140502,0.553305786,0,0,0,1.659917358,0.553305786,0,0,0,1.106611572,1.106611572,25,0.348837209,2.272727273,4.545454545,15.90909091,63.63636364,9.090909091,11.36363636,2.272727273,95.45454545,54.54545455,11.36363636,4.545454545,38.63636364,38.63636364,2.272727273,4.545454545,9.090909091,9.090909091,4.545454545,0.059725159,0.113636364,1
0,0.066666667,0,0,0.022727273,0,0,0,2.583858604,0,1.937893953,0.645964651,0,0,0,0.645964651,0.645964651,0,1.291929302,1.291929302,2.583858604,0.645964651,11.11111111,0.5,4.444444444,2.222222222,6.666666667,91.11111111,2.222222222,4.444444444,24.44444444,95.55555556,80,4.444444444,2.222222222,22.22222222,22.22222222,2.222222222,6.666666667,4.444444444,2.222222222,8.888888889,0,0.133333333,1
0.021276596,0,0.042553191,0,0,0,0,0,1.500598348,0.500199449,0,1.000398899,0.500199449,1.000398899,0.500199449,1.000398899,0.500199449,1.000398899,1.000398899,0.500199449,1.500598348,1.000398899,31.91489362,0.217391304,6.382978723,2.127659574,4.255319149,55.31914894,2.127659574,4.255319149,8.510638298,85.10638298,74.46808511,4.255319149,2.127659574,61.70212766,85.10638298,4.255319149,8.510638298,2.127659574,4.255319149,2.127659574,0,0.14893617,1
0.021276596,0.042553191,0.021276596,0,0,0,0,0,0.463891563,0.463891563,0.927783125,0.927783125,0.927783125,0.463891563,0.463891563,0.927783125,2.319457813,0.463891563,0.927783125,0.463891563,2.319457813,0.463891563,40.42553191,0.217391304,4.255319149,17.0212766,2.127659574,74.46808511,4.255319149,10.63829787,2.127659574,97.87234043,68.08510638,10.63829787,2.127659574,27.65957447,40.42553191,2.127659574,8.510638298,4.255319149,8.510638298,2.127659574,0.097132285,0.106382979,1
0.020833333,0.0625,0,0,0,0,0.042553191,0,0,0.511250724,1.533752171,1.533752171,4.09000579,0.511250724,0,2.556253619,4.09000579,0,1.022501447,0.511250724,1.022501447,1.022501447,54.16666667,0.106382979,25,8.333333333,2.083333333,83.33333333,8.333333333,2.083333333,6.25,97.91666667,64.58333333,2.083333333,2.083333333,79.16666667,91.66666667,4.166666667,2.083333333,8.333333333,2.083333333,8.333333333,0.457890071,0,1
0.0625,0.083333333,0,0,0.021276596,0,0,0,2.048953234,1.536714926,2.048953234,0,0.512238309,1.024476617,0,1.024476617,0,0,1.024476617,0.512238309,3.58566816,2.561191543,25,0.404255319,4.166666667,6.25,2.083333333,52.08333333,8.333333333,2.083333333,6.25,91.66666667,62.5,2.083333333,2.083333333,50,50,22.91666667,2.083333333,4.166666667,2.083333333,6.25,0.083333333,0.145833333,1
0.04,0.04,0,0,0,0,0,0,4.111522891,1.027880723,1.027880723,0,0,0,0,0.513940361,1.541821084,0,0,0.513940361,0.513940361,3.59758253,34,0.265306122,2,8,6,46,8,2,4,94,70,2,2,0,0,4,6,2,6,8,0.022857143,0.12,1
0,0.06,0.04,0,0,0,0,0,6.112927726,0,1.833878318,1.222585545,1.833878318,1.222585545,0,2.44517109,2.44517109,1.222585545,1.222585545,1.833878318,1.222585545,3.056463863,44,0.081632653,4,8,2,78,8,4,2,100,74,4,2,36,84,2,12,8,12,2,0.169795918,0.1,1
0,0,0.04,0,0,0,0.020408163,0,0,0,0,1.120001553,0,2.240003107,1.68000233,1.68000233,3.920005437,1.120001553,2.240003107,2.240003107,2.240003107,1.68000233,42,0.163265306,4,8,2,66,8,6,2,100,78,6,2,32,84,2,10,8,6,2,0.148163265,0.12,1
0,0.037735849,0.037735849,0,0,0,0,0,2.948292154,0,1.179316862,1.179316862,0,0.589658431,0,1.768975293,2.948292154,1.179316862,0,1.179316862,3.537950585,1.768975293,32.0754717,0.230769231,1.886792453,7.547169811,5.660377358,32.0754717,1.886792453,3.773584906,5.660377358,92.45283019,75.47169811,3.773584906,3.773584906,1.886792453,9.433962264,3.773584906,13.20754717,1.886792453,11.32075472,5.660377358,0.035921626,0.132075472,1
0,0.092592593,0.018518519,0,0,0,0,0,4.553892976,0,2.84618311,0.569236622,0,2.276946488,1.707709866,1.138473244,1.707709866,0.569236622,1.707709866,0,0.569236622,1.138473244,38.88888889,0.20754717,1.851851852,5.555555556,3.703703704,51.85185185,5.555555556,3.703703704,1.851851852,96.2962963,72.22222222,3.703703704,3.703703704,22.22222222,22.22222222,1.851851852,5.555555556,12.96296296,3.703703704,5.555555556,0.106568833,0.092592593,1
0.018181818,0.072727273,0.018181818,0,0,0,0,0,0.522338924,0.522338924,2.089355697,0,1.044677848,0.522338924,1.044677848,2.089355697,2.611694621,0.522338924,1.567016773,0.522338924,4.178711393,1.044677848,36.36363636,0.222222222,3.636363636,14.54545455,1.818181818,78.18181818,14.54545455,3.636363636,1.818181818,90.90909091,65.45454545,3.636363636,1.818181818,34.54545455,83.63636364,1.818181818,12.72727273,3.636363636,7.272727273,1.818181818,0.155892256,0.090909091,1
0.083333333,0.0625,0,0,0.021276596,0,0,0,1.31643874,1.755251653,1.31643874,0.877625827,0.438812913,0.438812913,0,1.31643874,0.438812913,0,0.438812913,0,0.877625827,2.194064566,29.16666667,0.255319149,12.5,2.083333333,16.66666667,60.41666667,2.083333333,12.5,6.25,93.75,70.83333333,12.5,2.083333333,52.08333333,58.33333333,2.083333333,4.166666667,10.41666667,2.083333333,4.166666667,0.107269504,0.104166667,1
0,0.083333333,0.011904762,0,0.012048193,0.024096386,0.012048193,0,6.463731182,0,4.524611828,1.939119355,0.646373118,1.939119355,0.646373118,1.939119355,5.817358064,0.646373118,0,3.878238709,6.463731182,2.585492473,29.76190476,0.21686747,2.380952381,1.19047619,10.71428571,54.76190476,1.19047619,2.380952381,20.23809524,88.0952381,69.04761905,2.380952381,1.19047619,14.28571429,59.52380952,2.380952381,3.571428571,1.19047619,1.19047619,3.571428571,0.052495697,0.071428571,1
0,0.033333333,0,0,0,0,0,0,1.196767587,0,0.598383794,0,0,0,0,2.393535174,0.598383794,0,0,0,2.393535174,1.196767587,26.66666667,0.206896552,16.66666667,3.333333333,10,53.33333333,3.333333333,10,16.66666667,93.33333333,70,10,3.333333333,0,0,3.333333333,10,6.666666667,3.333333333,6.666666667,0.026436782,0.266666667,1
0.076923077,0.046153846,0.015384615,0,0,0,0,0,0.993345724,2.483364311,1.490018586,1.490018586,0.496672862,0.993345724,0.496672862,1.490018586,0.993345724,0.496672862,0.993345724,1.986691449,2.980037173,3.476710035,29.23076923,0.25,13.84615385,3.076923077,1.538461538,66.15384615,3.076923077,1.538461538,10.76923077,96.92307692,73.84615385,1.538461538,1.538461538,55.38461538,96.92307692,13.84615385,1.538461538,3.076923077,1.538461538,3.076923077,0,0.107692308,1
0.023809524,0.047619048,0,0,0.024390244,0,0,0,1.456860974,0.485620325,0.971240649,0.485620325,0,0.971240649,1.456860974,1.456860974,0,0,0,0.485620325,0.485620325,1.456860974,30.95238095,0.268292683,2.380952381,4.761904762,16.66666667,64.28571429,9.523809524,11.9047619,2.380952381,83.33333333,66.66666667,11.9047619,4.761904762,40.47619048,40.47619048,2.380952381,4.761904762,9.523809524,9.523809524,4.761904762,0.013356562,0.142857143,1
0.035294118,0.043137255,0.023529412,0,0.003937008,0,0.003937008,0,9.727931256,4.607967437,5.631960201,14.84789508,8.191942111,3.071978291,0.511996382,4.607967437,8.703938492,3.071978291,6.143956583,7.679945729,11.2639204,6.655952965,32.15686275,0.212598425,0.392156863,1.176470588,0.784313725,69.41176471,0.392156863,0.784313725,4.705882353,100,75.29411765,0.784313725,0.784313725,70.19607843,100,1.176470588,0.784313725,0.392156863,0.784313725,1.568627451,0.138876023,0.02745098,1
0.055016181,0.045307443,0.019417476,0.001620746,0.009724473,0.006482982,0.003241491,0,44.95783471,17.77402768,14.63743456,13.069138,19.34232424,14.11466904,3.136593119,16.72849664,23.00168287,6.273186239,6.795951758,22.47891735,18.81955872,24.56997943,44.98381877,0.153970827,0.485436893,0.323624595,0.161812298,77.34627832,0.323624595,0.809061489,0.161812298,99.19093851,75.56634304,0.647249191,0.161812298,75.24271845,99.02912621,0.161812298,0.809061489,0.647249191,0.323624595,0.161812298,0.151487257,0.012944984,1
0,0.017857143,0,0,0,0,0,0,5.976640577,0,0.664071175,0,0,0,0,2.656284701,1.32814235,0,0.664071175,0.664071175,1.992213526,2.656284701,21.42857143,0.345454545,7.142857143,1.785714286,3.571428571,7.142857143,1.785714286,7.142857143,3.571428571,87.5,75,7.142857143,1.785714286,0,0,14.28571429,3.571428571,1.785714286,1.785714286,8.928571429,0,0.125,1
0.058823529,0.031372549,0.015686275,0.011811024,0,0,0.003937008,0,29.33363683,7.857224151,4.190519547,7.333409208,15.7144483,7.333409208,2.619074717,2.619074717,8.381039094,2.095259774,1.57144483,2.095259774,8.381039094,7.857224151,61.96078431,0.12992126,0.784313725,1.960784314,0.392156863,76.07843137,0.784313725,1.568627451,0.392156863,97.64705882,80.39215686,1.568627451,0.392156863,77.25490196,96.47058824,0.392156863,1.568627451,0.784313725,1.568627451,0.392156863,0.418372703,0.023529412,1
0.035294118,0.125490196,0.015686275,0,0.019685039,0.003937008,0.011811024,0,8.225103919,4.626620955,16.45020784,6.168827939,6.682896934,1.02813799,3.598482965,5.14068995,6.682896934,2.05627598,4.11255196,5.14068995,12.85172487,7.196965929,36.07843137,0.137795276,1.568627451,0.784313725,0.392156863,75.68627451,0.784313725,1.568627451,0.392156863,99.21568627,79.60784314,1.568627451,0.392156863,75.29411765,94.90196078,0.392156863,5.490196078,0.784313725,0.784313725,0.392156863,0.211841902,0.039215686,1
0.039215686,0.090196078,0.015686275,0.011811024,0.015748031,0.003937008,0,0,7.520139186,5.013426124,11.53088009,9.525509636,6.517453962,5.514768737,3.509398287,10.02685225,8.021481799,2.00537045,4.512083512,3.509398287,8.522824411,6.016111349,36.07843137,0.181102362,0.784313725,1.176470588,0.392156863,76.8627451,2.745098039,1.568627451,0.392156863,94.90196078,74.11764706,1.568627451,0.392156863,81.17647059,97.25490196,0.392156863,2.745098039,1.960784314,1.568627451,0.392156863,0.072687973,0.02745098,1
0.023529412,0.070588235,0.02745098,0,0.015748031,0,0.003937008,0,10.52611834,3.324037369,9.972112108,4.986056054,3.324037369,4.432049826,4.432049826,9.972112108,11.08012456,3.878043598,4.986056054,7.756087195,12.74214325,8.864099652,33.7254902,0.24015748,0.784313725,1.176470588,0.392156863,77.64705882,1.176470588,0.784313725,0.392156863,99.60784314,70.98039216,0.784313725,0.392156863,88.23529412,99.60784314,0.392156863,1.176470588,3.529411765,1.568627451,0.392156863,0.101899027,0.035294118,1
0.033816425,0.048309179,0.033816425,0,0.009708738,0,0,0,11.18035543,3.726785143,5.323978776,4.259183021,5.856376654,3.726785143,3.194387266,4.791580899,4.259183021,3.726785143,2.661989388,5.323978776,10.11555967,5.856376654,39.61352657,0.160194175,0.966183575,1.93236715,0.483091787,79.71014493,1.93236715,0.966183575,0.483091787,100,79.22705314,0.966183575,0.483091787,69.56521739,96.61835749,0.483091787,1.93236715,0.966183575,3.8647343,0.483091787,0.090263121,0.024154589,1
0,0.039215686,0.019607843,0,0,0,0,0,2.202285238,0,0.880914095,0,0.880914095,0.440457048,0,0.880914095,3.083199334,0.440457048,0.440457048,0.440457048,0.880914095,1.761828191,50.98039216,0.14,9.803921569,3.921568627,1.960784314,76.47058824,3.921568627,7.843137255,1.960784314,100,74.50980392,7.843137255,1.960784314,58.82352941,76.47058824,1.960784314,5.882352941,3.921568627,5.882352941,1.960784314,0.270588235,0.098039216,1
0.045454545,0.113636364,0,0,0.023255814,0,0,0,1.349687611,0.899791741,2.249479351,0.44989587,0.899791741,0.44989587,0.44989587,1.349687611,0.44989587,0,0,0.899791741,0,1.349687611,31.81818182,0.23255814,13.63636364,2.272727273,18.18181818,63.63636364,2.272727273,13.63636364,6.818181818,81.81818182,68.18181818,13.63636364,2.272727273,40.90909091,56.81818182,2.272727273,4.545454545,11.36363636,2.272727273,4.545454545,0.031712474,0.204545455,1
0.028571429,0.014285714,0.014285714,0,0,0,0.014492754,0,6.370837093,1.061806182,0.530903091,0,2.123612364,0,0,3.185418547,3.185418547,0.530903091,0.530903091,0.530903091,2.123612364,4.247224729,47.14285714,0.144927536,4.285714286,2.857142857,1.428571429,85.71428571,2.857142857,5.714285714,1.428571429,97.14285714,61.42857143,5.714285714,1.428571429,70,82.85714286,1.428571429,7.142857143,8.571428571,2.857142857,1.428571429,0.224016563,0.142857143,1
0,0.016666667,0,0,0,0.016949153,0,0.016949153,5.365538466,0,0.596170941,0,0.596170941,1.788512822,0,4.769367525,3.577025644,0,0.596170941,0,2.384683763,4.769367525,40,0.220338983,13.33333333,5,1.666666667,86.66666667,5,1.666666667,6.666666667,100,68.33333333,1.666666667,1.666666667,20,20,1.666666667,3.333333333,8.333333333,1.666666667,6.666666667,0.256214689,0.1,1
0.020408163,0.163265306,0.020408163,0,0.041666667,0,0,0,1.613220088,0.537740029,4.301920234,0,0.537740029,0.537740029,0.537740029,1.075480058,1.075480058,0.537740029,0,0,1.613220088,1.613220088,26.53061224,0.229166667,2.040816327,4.081632653,6.12244898,59.18367347,4.081632653,6.12244898,2.040816327,81.63265306,57.14285714,6.12244898,4.081632653,44.89795918,44.89795918,2.040816327,4.081632653,8.163265306,6.12244898,4.081632653,0,0.102040816,1
0,0.153846154,0,0,0.052631579,0,0,0,2.86877431,0,3.442529172,0,0,0.573754862,0,0,1.721264586,0,0,0,1.147509724,1.721264586,28.20512821,0.342105263,7.692307692,2.564102564,23.07692308,43.58974359,2.564102564,10.25641026,7.692307692,97.43589744,79.48717949,10.25641026,2.564102564,0,0,7.692307692,2.564102564,10.25641026,15.38461538,2.564102564,0.160593792,0.076923077,1
0.090909091,0,0,0,0,0,0,0,0.499287984,0.499287984,0,0.499287984,0,0.499287984,0,0.499287984,0,0,0,0,0.499287984,0.499287984,27.27272727,0.3,9.090909091,27.27272727,18.18181818,54.54545455,9.090909091,18.18181818,54.54545455,90.90909091,81.81818182,18.18181818,18.18181818,9.090909091,9.090909091,54.54545455,18.18181818,9.090909091,18.18181818,45.45454545,0,0,1
