aac_2,aac_3,aac_13,dipep_31,dipep_48,dipep_191,dipep_211,dipep_280,pseudo_1,pseudo_2,pseudo_3,pseudo_4,pseudo_6,pseudo_7,pseudo_9,pseudo_10,pseudo_11,pseudo_13,pseudo_14,pseudo_15,pseudo_16,pseudo_20,comp_16,tran_18,dist_1,dist_2,dist_3,dist_10,dist_16,dist_17,dist_18,dist_29,dist_40,dist_47,dist_62,dist_72,dist_75,dist_76,dist_77,dist_78,dist_91,dist_93,ss_1,ss_5,Output
0.016129032,0.080645161,0.048387097,0,0.016393443,0,0,0,1.730026506,0.576675502,2.883377511,1.153351004,2.883377511,1.730026506,0,2.883377511,3.460053013,1.730026506,0.576675502,0,2.306702009,2.883377511,40.32258065,0.180327869,3.225806452,11.29032258,1.612903226,72.58064516,11.29032258,4.838709677,1.612903226,95.16129032,79.03225806,4.838709677,1.612903226,30.64516129,88.70967742,1.612903226,6.451612903,12.90322581,6.451612903,1.612903226,0.122421999,0.129032258,1
0,0.016129032,0.016129032,0,0,0.016393443,0,0,5.056791727,0,0.632098966,0,5.056791727,0.632098966,0.632098966,3.792593795,3.160494829,0.632098966,0,2.528395863,5.688890693,0,46.77419355,0.196721311,4.838709677,17.74193548,1.612903226,41.93548387,17.74193548,3.225806452,1.612903226,98.38709677,67.74193548,3.225806452,1.612903226,32.25806452,41.93548387,1.612903226,16.12903226,19.35483871,3.225806452,1.612903226,0.151771549,0.048387097,1
0.036363636,0.054545455,0.072727273,0,0,0,0,0.018518519,1.021039859,1.021039859,1.531559789,1.531559789,3.063119577,0,0,1.531559789,1.021039859,2.042079718,1.531559789,0.51051993,2.552599648,2.552599648,38.18181818,0.185185185,3.636363636,10.90909091,1.818181818,52.72727273,10.90909091,3.636363636,1.818181818,96.36363636,78.18181818,3.636363636,1.818181818,47.27272727,83.63636364,1.818181818,12.72727273,10.90909091,12.72727273,1.818181818,0.125252525,0.109090909,1
0.01754386,0.052631579,0.035087719,0,0,0,0,0,1.20640488,0.60320244,1.80960732,1.80960732,0,0,0.60320244,1.20640488,3.0160122,1.20640488,0.60320244,0.60320244,5.42882196,3.0160122,28.07017544,0.392857143,7.01754386,3.50877193,1.754385965,75.43859649,3.50877193,12.28070175,1.754385965,96.49122807,73.68421053,12.28070175,1.754385965,15.78947368,29.8245614,1.754385965,5.263157895,3.50877193,10.52631579,1.754385965,0,0.157894737,1
0.013888889,0.027777778,0.041666667,0,0,0,0,0,9.311966167,0.620797744,1.241595489,0,0,1.862393233,0,4.345584211,4.345584211,1.862393233,1.241595489,0,1.862393233,4.345584211,44.44444444,0.126760563,15.27777778,6.944444444,1.388888889,83.33333333,6.944444444,4.166666667,1.388888889,97.22222222,68.05555556,4.166666667,1.388888889,0,0,1.388888889,2.777777778,8.333333333,2.777777778,1.388888889,0.254303599,0.152777778,1
0,0.017857143,0.017857143,0,0,0,0,0,0,0,0.584973879,2.924869393,0.584973879,2.339895515,0.584973879,1.754921636,1.754921636,0.584973879,1.754921636,1.169947757,3.509843272,3.509843272,28.57142857,0.254545455,5.357142857,3.571428571,1.785714286,46.42857143,3.571428571,16.07142857,1.785714286,96.42857143,76.78571429,16.07142857,1.785714286,17.85714286,50,1.785714286,7.142857143,3.571428571,7.142857143,1.785714286,0,0.142857143,1
0,0.017857143,0.035714286,0,0,0,0,0,0.591110152,0,0.591110152,2.955550762,0,1.773330457,0,1.182220305,2.955550762,1.182220305,2.364440609,2.364440609,2.955550762,2.364440609,30.35714286,0.218181818,5.357142857,3.571428571,1.785714286,41.07142857,3.571428571,5.357142857,1.785714286,85.71428571,82.14285714,5.357142857,1.785714286,19.64285714,37.5,1.785714286,3.571428571,5.357142857,12.5,1.785714286,0.008766234,0.089285714,1
0.020833333,0.083333333,0.0625,0,0,0,0,0.021276596,1.057420962,0.528710481,2.114841923,1.586131442,2.114841923,0.528710481,0.528710481,2.114841923,2.114841923,1.586131442,1.586131442,0.528710481,1.057420962,0.528710481,37.5,0.14893617,4.166666667,14.58333333,2.083333333,39.58333333,8.333333333,4.166666667,2.083333333,89.58333333,85.41666667,4.166666667,2.083333333,37.5,70.83333333,2.083333333,18.75,4.166666667,10.41666667,2.083333333,0.136524823,0.125,1
0.025316456,0,0.037974684,0,0,0,0.012820513,0,6.703202948,1.117200491,0,2.793001228,3.91020172,1.675800737,0.558600246,1.675800737,2.793001228,1.675800737,2.793001228,1.675800737,3.91020172,3.91020172,43.03797468,0.141025641,10.12658228,2.53164557,1.265822785,55.69620253,2.53164557,8.860759494,1.265822785,91.13924051,73.41772152,8.860759494,1.265822785,59.49367089,94.93670886,1.265822785,5.063291139,2.53164557,8.860759494,1.265822785,0.20853619,0.063291139,1
0.028985507,0.115942029,0.043478261,0,0.014705882,0,0.014705882,0,2.643575857,1.057430343,4.229721372,1.586145514,2.643575857,1.057430343,0.528715171,1.586145514,3.7010062,1.586145514,0.528715171,1.586145514,1.586145514,1.057430343,40.57971014,0.161764706,4.347826087,2.898550725,1.449275362,56.52173913,2.898550725,4.347826087,1.449275362,100,73.91304348,4.347826087,1.449275362,44.92753623,91.30434783,1.449275362,2.898550725,4.347826087,5.797101449,1.449275362,0.093350384,0.115942029,1
0.014925373,0.044776119,0.029850746,0,0,0,0.015151515,0,4.038125884,0.576875126,1.730625379,1.730625379,4.615001011,0.576875126,0,1.730625379,4.615001011,1.153750253,1.153750253,1.153750253,1.730625379,1.153750253,44.7761194,0.166666667,2.985074627,8.955223881,1.492537313,43.28358209,8.955223881,4.47761194,1.492537313,83.58208955,73.13432836,4.47761194,1.492537313,38.80597015,46.26865672,1.492537313,11.94029851,4.47761194,7.462686567,1.492537313,0.098824062,0.104477612,1
0,0.048387097,0.032258065,0,0.032786885,0,0,0,1.01551513,0,1.523272695,2.538787826,4.062060521,1.01551513,0.507757565,1.01551513,1.01551513,1.01551513,2.538787826,0,3.554302956,1.01551513,33.87096774,0.245901639,3.225806452,4.838709677,1.612903226,58.06451613,4.838709677,9.677419355,1.612903226,90.32258065,70.96774194,9.677419355,1.612903226,41.93548387,90.32258065,1.612903226,8.064516129,4.838709677,8.064516129,1.612903226,0.092808038,0.080645161,1
0,0.038461538,0.076923077,0,0,0,0,0,2.960312035,0,1.184124814,2.368249628,4.144436849,0,0,2.368249628,1.776187221,2.368249628,0.592062407,0.592062407,1.776187221,1.776187221,40.38461538,0.176470588,5.769230769,3.846153846,1.923076923,48.07692308,3.846153846,5.769230769,1.923076923,84.61538462,76.92307692,5.769230769,1.923076923,48.07692308,65.38461538,1.923076923,7.692307692,3.846153846,7.692307692,1.923076923,0.176093514,0.076923077,1
0.012987013,0.012987013,0.012987013,0,0,0,0,0,2.145739838,0.53643496,0.53643496,1.609304879,5.364349596,1.609304879,0.53643496,2.682174798,4.291479677,0.53643496,0.53643496,2.682174798,2.682174798,2.682174798,49.35064935,0.105263158,3.896103896,2.597402597,1.298701299,57.14285714,2.597402597,12.98701299,1.298701299,97.4025974,84.41558442,12.98701299,1.298701299,55.84415584,74.02597403,1.298701299,6.493506494,2.597402597,5.194805195,1.298701299,0.149521531,0.103896104,1
0,0.019607843,0.058823529,0,0,0,0.04,0,0,0,0.595757395,2.383029581,2.383029581,1.19151479,1.19151479,0.595757395,4.170301766,1.787272185,0,0,3.574544371,0.595757395,35.29411765,0.2,5.882352941,3.921568627,1.960784314,37.25490196,3.921568627,5.882352941,1.960784314,100,88.23529412,5.882352941,1.960784314,37.25490196,98.03921569,1.960784314,3.921568627,17.64705882,13.7254902,1.960784314,0.024705882,0.117647059,1
0.021276596,0.106382979,0.021276596,0,0.02173913,0,0,0,0.542235887,0.542235887,2.711179436,2.168943549,1.626707661,0.542235887,0.542235887,0.542235887,1.626707661,0.542235887,2.168943549,0,2.711179436,1.626707661,29.78723404,0.260869565,4.255319149,27.65957447,2.127659574,48.93617021,12.76595745,4.255319149,2.127659574,91.4893617,76.59574468,4.255319149,2.127659574,48.93617021,78.72340426,2.127659574,8.510638298,12.76595745,8.510638298,2.127659574,0.031452359,0.191489362,1
0,0.0375,0.0375,0,0,0.025316456,0.012658228,0,8.71519619,0,1.743039238,1.162026159,0.581013079,1.743039238,0,7.553170031,2.905065397,1.743039238,1.743039238,1.743039238,2.905065397,2.905065397,37.5,0.227848101,3.75,2.5,1.25,50,2.5,6.25,1.25,96.25,70,6.25,1.25,51.25,87.5,1.25,7.5,2.5,7.5,1.25,0.218196203,0.075,1
0.050847458,0.016949153,0.050847458,0,0,0,0,0.017241379,1.123250803,1.684876205,0.561625402,1.684876205,3.369752409,1.123250803,0.561625402,1.684876205,2.246501606,1.684876205,1.123250803,1.684876205,3.369752409,1.684876205,37.28813559,0.137931034,6.779661017,3.389830508,1.694915254,40.6779661,3.389830508,6.779661017,1.694915254,91.52542373,86.44067797,6.779661017,1.694915254,44.06779661,72.88135593,1.694915254,18.6440678,3.389830508,5.084745763,1.694915254,0.046171829,0.06779661,1
0.024691358,0.061728395,0.037037037,0,0,0.0125,0,0,4.916965733,1.092659052,2.73164763,0,2.73164763,1.638988578,0.546329526,2.73164763,1.092659052,1.638988578,1.092659052,3.277977155,3.824306681,5.463295259,35.80246914,0.225,3.703703704,2.469135802,1.234567901,48.14814815,2.469135802,3.703703704,1.234567901,100,80.24691358,3.703703704,1.234567901,38.27160494,56.79012346,1.234567901,2.469135802,3.703703704,7.407407407,1.234567901,0.082098765,0.086419753,1
0.022727273,0.068181818,0.034090909,0,0,0,0,0,4.011989646,1.146282756,3.438848268,0,2.86570689,1.719424134,1.146282756,2.86570689,2.292565512,1.719424134,1.146282756,4.011989646,4.011989646,5.158272402,34.09090909,0.218390805,3.409090909,2.272727273,1.136363636,52.27272727,2.272727273,3.409090909,1.136363636,98.86363636,77.27272727,3.409090909,1.136363636,35.22727273,52.27272727,1.136363636,2.272727273,3.409090909,6.818181818,1.136363636,0.054467085,0.090909091,1
0,0.013333333,0.04,0,0,0,0,0,8.812099456,0,0.587473297,2.937366485,4.699786376,3.524839782,0.587473297,1.762419891,3.524839782,1.762419891,1.174946594,1.174946594,3.524839782,2.937366485,56,0.108108108,4,2.666666667,1.333333333,65.33333333,2.666666667,4,1.333333333,97.33333333,72,4,1.333333333,65.33333333,78.66666667,1.333333333,2.666666667,12,9.333333333,1.333333333,0.384504505,0,1
0.081081081,0,0.054054054,0,0,0.027777778,0,0,0.508304026,1.524912077,0,1.016608051,0.508304026,1.016608051,1.016608051,0.508304026,3.049824154,1.016608051,0.508304026,2.033216103,0,0,48.64864865,0.083333333,8.108108108,5.405405405,2.702702703,40.54054054,5.405405405,18.91891892,2.702702703,81.08108108,78.37837838,18.91891892,2.702702703,72.97297297,75.67567568,2.702702703,5.405405405,29.72972973,18.91891892,2.702702703,0.065315315,0.027027027,1
0,0.045454545,0.045454545,0,0.023255814,0,0,0,0,0,1.079968896,1.079968896,3.239906688,1.079968896,0.539984448,0.539984448,1.079968896,1.079968896,1.619953344,2.159937792,1.079968896,1.079968896,29.54545455,0.255813953,6.818181818,4.545454545,2.272727273,59.09090909,4.545454545,6.818181818,2.272727273,93.18181818,88.63636364,6.818181818,2.272727273,56.81818182,84.09090909,2.272727273,4.545454545,11.36363636,29.54545455,2.272727273,0,0.090909091,1
0.020833333,0.041666667,0.041666667,0,0,0.021276596,0,0,2.334180509,0.583545127,1.167090254,3.501270763,1.167090254,1.750635382,0,1.750635382,3.501270763,1.167090254,0,0.583545127,1.750635382,1.167090254,37.5,0.14893617,4.166666667,6.25,2.083333333,58.33333333,4.166666667,10.41666667,2.083333333,97.91666667,66.66666667,10.41666667,2.083333333,72.91666667,100,2.083333333,6.25,4.166666667,16.66666667,2.083333333,0.063386525,0.125,1
0.017857143,0.017857143,0.035714286,0,0,0.036363636,0,0,1.609152986,0.536384329,0.536384329,2.145537315,2.681921644,0.536384329,0,2.145537315,2.681921644,1.072768658,0.536384329,1.072768658,1.072768658,1.072768658,30.35714286,0.309090909,12.5,7.142857143,1.785714286,58.92857143,7.142857143,3.571428571,1.785714286,100,82.14285714,3.571428571,1.785714286,53.57142857,80.35714286,1.785714286,5.357142857,7.142857143,3.571428571,1.785714286,0.111688312,0.107142857,1
0.098360656,0.016393443,0.049180328,0,0,0,0,0,0.915065829,2.745197487,0.457532915,0.457532915,0.915065829,3.660263316,0.457532915,0.915065829,0,1.372598744,1.372598744,0.915065829,2.287664573,1.830131658,50.81967213,0.15,3.278688525,6.557377049,1.639344262,60.6557377,6.557377049,3.278688525,1.639344262,100,80.32786885,3.278688525,1.639344262,63.93442623,88.52459016,1.639344262,8.196721311,6.557377049,8.196721311,1.639344262,0.116393443,0.098360656,1
0.012820513,0.025641026,0.025641026,0.012987013,0,0,0,0,4.853228616,0.539247624,1.078495248,4.853228616,1.617742872,0.539247624,1.078495248,0.539247624,3.235485744,1.078495248,3.235485744,3.235485744,4.313980992,1.078495248,35.8974359,0.272727273,2.564102564,10.25641026,1.282051282,66.66666667,2.564102564,6.41025641,1.282051282,74.35897436,74.35897436,6.41025641,1.282051282,83.33333333,98.71794872,1.282051282,7.692307692,2.564102564,7.692307692,1.282051282,0.053113553,0.076923077,1
0.019607843,0.029411765,0.029411765,0,0.00990099,0,0.00990099,0,9.628418681,1.132755139,1.699132708,3.398265417,4.531020556,0.566377569,0.566377569,4.531020556,3.398265417,1.699132708,2.831887847,2.265510278,4.531020556,1.132755139,40.19607843,0.188118812,1.960784314,3.921568627,0.980392157,68.62745098,3.921568627,2.941176471,0.980392157,99.01960784,77.45098039,2.941176471,0.980392157,82.35294118,99.01960784,0.980392157,2.941176471,4.901960784,2.941176471,0.980392157,0.042516016,0.068627451,1
0.023255814,0,0.046511628,0.023809524,0,0,0.047619048,0,1.734545109,0.578181703,0,1.734545109,1.734545109,1.156363406,0,0,4.625453625,1.156363406,0.578181703,1.156363406,3.469090219,2.312726813,44.18604651,0.214285714,11.62790698,4.651162791,2.325581395,44.18604651,4.651162791,6.976744186,2.325581395,93.02325581,76.74418605,6.976744186,2.325581395,34.88372093,74.41860465,2.325581395,25.58139535,11.62790698,4.651162791,2.325581395,0.026024363,0.162790698,1
0.02173913,0.02173913,0.02173913,0.022222222,0,0.022222222,0,0,0.958728347,0.479364174,0.479364174,0.958728347,0.958728347,0.479364174,0.958728347,0.958728347,2.396820869,0.479364174,0.958728347,0.479364174,2.396820869,0,41.30434783,0.2,13.04347826,6.52173913,2.173913043,73.91304348,6.52173913,4.347826087,2.173913043,86.95652174,78.26086957,4.347826087,2.173913043,82.60869565,95.65217391,2.173913043,4.347826087,6.52173913,4.347826087,2.173913043,0.165217391,0.065217391,1
0,0.02247191,0.056179775,0,0,0.011363636,0,0,5.668703729,0,1.25971194,1.88956791,1.88956791,1.25971194,0.62985597,3.149279849,6.928415669,3.149279849,0.62985597,0,2.519423879,3.779135819,38.20224719,0.227272727,2.247191011,3.370786517,1.123595506,31.46067416,3.370786517,2.247191011,1.123595506,97.75280899,78.65168539,2.247191011,1.123595506,23.59550562,93.25842697,1.123595506,3.370786517,2.247191011,6.741573034,1.123595506,0.060137896,0.08988764,1
0,0.035294118,0.047058824,0,0.011904762,0,0.011904762,0,7.52738646,0,1.737089183,2.316118911,1.158059455,0,0.579029728,2.316118911,4.053208094,2.316118911,2.316118911,1.158059455,1.737089183,2.895148639,36.47058824,0.19047619,2.352941176,3.529411765,1.176470588,36.47058824,3.529411765,2.352941176,1.176470588,100,72.94117647,2.352941176,1.176470588,24.70588235,37.64705882,1.176470588,3.529411765,2.352941176,4.705882353,1.176470588,0.02254902,0.070588235,1
0.025316456,0.050632911,0.050632911,0,0.012820513,0,0,0,2.672249259,1.068899704,2.137799407,1.603349555,4.810048666,5.87894837,0,2.672249259,2.672249259,2.137799407,2.672249259,0,2.672249259,2.137799407,56.96202532,0.038461538,2.53164557,3.797468354,1.265822785,70.88607595,3.797468354,6.329113924,1.265822785,98.73417722,63.29113924,6.329113924,1.265822785,81.01265823,98.73417722,1.265822785,3.797468354,12.65822785,10.12658228,1.265822785,0.362220058,0.037974684,1
0.025316456,0.037974684,0.050632911,0,0,0,0,0,2.643031168,1.057212467,1.585818701,2.114424934,4.228849869,5.81466857,0,3.171637402,2.114424934,2.114424934,2.643031168,0,2.114424934,2.643031168,53.16455696,0.076923077,2.53164557,3.797468354,1.265822785,70.88607595,3.797468354,6.329113924,1.265822785,100,64.55696203,6.329113924,1.265822785,75.94936709,97.46835443,1.265822785,3.797468354,12.65822785,10.12658228,1.265822785,0.330249919,0.037974684,1
0.013157895,0.013157895,0.065789474,0,0,0,0,0,7.00933219,0.539179399,0.539179399,1.617538198,1.078358798,1.617538198,0,1.078358798,2.156717597,2.695896996,1.078358798,0,1.078358798,2.156717597,40.78947368,0.213333333,2.631578947,3.947368421,1.315789474,42.10526316,2.631578947,10.52631579,1.315789474,89.47368421,68.42105263,10.52631579,1.315789474,19.73684211,38.15789474,1.315789474,3.947368421,2.631578947,11.84210526,1.315789474,0.048245614,0.065789474,1
0,0.035714286,0.05952381,0,0,0,0,0,5.542693655,0,1.662808096,1.662808096,2.217077462,1.108538731,0.554269365,2.771346827,2.217077462,2.771346827,2.771346827,0.554269365,1.662808096,2.217077462,34.52380952,0.277108434,2.380952381,3.571428571,1.19047619,33.33333333,2.380952381,5.952380952,1.19047619,91.66666667,73.80952381,5.952380952,1.19047619,25,85.71428571,1.19047619,3.571428571,2.380952381,5.952380952,1.19047619,0.01979346,0.083333333,1
0.014925373,0.059701493,0.029850746,0,0.015151515,0,0.015151515,0,6.422810783,0.583891889,2.335567558,0,1.167783779,0,0,1.751675668,2.919459447,1.167783779,0,0.583891889,1.751675668,3.503351336,32.8358209,0.242424242,2.985074627,4.47761194,1.492537313,28.35820896,4.47761194,2.985074627,1.492537313,91.04477612,73.13432836,2.985074627,1.492537313,13.43283582,20.89552239,1.492537313,4.47761194,2.985074627,7.462686567,1.492537313,0.036408865,0.119402985,1
0.020408163,0.020408163,0.102040816,0,0,0,0,0,3.63318767,0.51902681,0.51902681,2.59513405,1.03805362,0.51902681,0,1.55708043,0.51902681,2.59513405,0.51902681,0,1.03805362,2.07610724,38.7755102,0.229166667,4.081632653,6.12244898,2.040816327,53.06122449,4.081632653,16.32653061,2.040816327,100,67.34693878,16.32653061,2.040816327,48.97959184,87.75510204,2.040816327,6.12244898,4.081632653,18.36734694,2.040816327,0.0625,0.12244898,1
0.026315789,0.039473684,0.013157895,0.013333333,0.013333333,0,0,0,5.27140057,1.054280114,1.581420171,0.527140057,1.581420171,1.581420171,0,1.581420171,2.635700285,0.527140057,1.054280114,0,1.054280114,3.162840342,34.21052632,0.253333333,5.263157895,2.631578947,1.315789474,53.94736842,2.631578947,5.263157895,1.315789474,89.47368421,84.21052632,5.263157895,1.315789474,19.73684211,27.63157895,1.315789474,3.947368421,10.52631579,2.631578947,1.315789474,0.063333333,0.065789474,1
0.012658228,0.050632911,0.025316456,0,0,0,0,0,3.045906377,0.507651063,2.030604251,1.522953189,2.030604251,1.015302126,0,0.507651063,1.015302126,1.015302126,2.030604251,1.015302126,2.538255314,3.55355744,27.84810127,0.243589744,2.53164557,3.797468354,1.265822785,58.2278481,3.797468354,2.53164557,1.265822785,89.87341772,70.88607595,2.53164557,1.265822785,26.58227848,77.21518987,1.265822785,3.797468354,2.53164557,7.594936709,1.265822785,0.014443363,0.101265823,1
0,0.038961039,0.012987013,0,0.013157895,0,0.013157895,0,6.754555225,0,1.842151425,1.22810095,0.614050475,1.842151425,1.22810095,3.68430285,4.298353325,0.614050475,1.22810095,0.614050475,1.842151425,3.070252375,40.25974026,0.197368421,3.896103896,2.597402597,1.298701299,29.87012987,22.07792208,5.194805195,1.298701299,100,79.22077922,5.194805195,1.298701299,29.87012987,35.06493506,1.298701299,5.194805195,10.38961039,5.194805195,1.298701299,0.055878332,0.116883117,1
0.016666667,0.066666667,0.033333333,0,0.016949153,0,0.016949153,0,2.294863999,0.573716,2.294863999,0.573716,1.147432,0.573716,0,4.016011998,2.294863999,1.147432,0,0,1.721147999,1.721147999,30,0.237288136,3.333333333,20,1.666666667,30,20,6.666666667,1.666666667,98.33333333,68.33333333,6.666666667,1.666666667,16.66666667,96.66666667,1.666666667,23.33333333,11.66666667,8.333333333,1.666666667,0.021186441,0.2,1
0,0.064516129,0.048387097,0,0.016393443,0,0,0,2.664555834,0,2.131644667,0.532911167,1.5987335,0.532911167,1.5987335,2.664555834,0.532911167,1.5987335,0,0,1.065822334,1.065822334,38.70967742,0.229508197,3.225806452,12.90322581,1.612903226,56.4516129,12.90322581,6.451612903,1.612903226,91.93548387,67.74193548,6.451612903,1.612903226,17.74193548,56.4516129,1.612903226,6.451612903,22.58064516,6.451612903,1.612903226,0.026969857,0.080645161,1
0.029411765,0.029411765,0.029411765,0,0,0,0,0,6.002187417,1.636960205,1.636960205,2.728267008,1.091306803,0.545653402,0,5.456534015,3.273920409,1.636960205,3.273920409,0,4.365227212,4.365227212,27.45098039,0.267326733,1.960784314,4.901960784,0.980392157,79.41176471,4.901960784,2.941176471,0.980392157,95.09803922,76.47058824,2.941176471,0.980392157,44.11764706,80.39215686,0.980392157,4.901960784,9.803921569,3.921568627,0.980392157,0.01456028,0.068627451,1
0.031746032,0.047619048,0.015873016,0,0,0,0,0,2.022988582,1.011494291,1.517241437,1.011494291,2.022988582,2.022988582,1.011494291,3.034482874,2.022988582,0.505747146,0.505747146,0.505747146,2.528735728,2.528735728,44.44444444,0.177419355,4.761904762,14.28571429,1.587301587,63.49206349,14.28571429,3.174603175,1.587301587,98.41269841,68.25396825,3.174603175,1.587301587,39.68253968,93.65079365,1.587301587,3.174603175,11.11111111,3.174603175,1.587301587,0.088581669,0.158730159,1
0,0.04,0.026666667,0,0,0,0,0,5.645989949,0,1.88199665,0,0,3.763993299,0,3.136661083,4.391325516,1.254664433,1.88199665,1.88199665,1.88199665,3.763993299,40,0.135135135,2.666666667,10.66666667,1.333333333,52,10.66666667,5.333333333,1.333333333,100,72,5.333333333,1.333333333,0,0,1.333333333,6.666666667,10.66666667,6.666666667,1.333333333,0.077477477,0.093333333,1
0.017857143,0.053571429,0.017857143,0,0,0.054545455,0.018181818,0.018181818,0.518764294,0.518764294,1.556292883,0,1.037528589,0,0,4.150114355,5.187642944,0.518764294,3.112585766,0,2.593821472,1.556292883,37.5,0.109090909,3.571428571,10.71428571,1.785714286,92.85714286,16.07142857,5.357142857,1.785714286,98.21428571,71.42857143,5.357142857,1.785714286,14.28571429,21.42857143,1.785714286,5.357142857,16.07142857,5.357142857,1.785714286,0.155844156,0.142857143,1
0.018518519,0.111111111,0.037037037,0,0,0,0,0,3.035034258,0.505839043,3.035034258,1.011678086,1.011678086,0,0.505839043,2.023356172,0.505839043,1.011678086,0.505839043,0,2.023356172,1.517517129,29.62962963,0.301886792,5.555555556,3.703703704,1.851851852,53.7037037,3.703703704,5.555555556,1.851851852,90.74074074,74.07407407,5.555555556,1.851851852,59.25925926,64.81481481,1.851851852,3.703703704,5.555555556,7.407407407,1.851851852,0.024109015,0.111111111,1
0,0.030769231,0.030769231,0,0.015625,0.015625,0,0,2.202183605,0,1.101091802,0.550545901,0,1.101091802,1.101091802,3.303275407,2.202183605,1.101091802,0.550545901,0.550545901,1.651637704,1.101091802,33.84615385,0.171875,3.076923077,4.615384615,1.538461538,53.84615385,12.30769231,6.153846154,1.538461538,93.84615385,73.84615385,6.153846154,1.538461538,61.53846154,61.53846154,1.538461538,9.230769231,12.30769231,6.153846154,1.538461538,0.044711538,0.076923077,1
0,0.118644068,0.016949153,0,0.017241379,0,0,0,1.947720677,0,3.408511185,0.973860338,1.460790508,0.486930169,0,2.434650846,1.947720677,0.486930169,0.486930169,1.460790508,0.486930169,1.460790508,38.98305085,0.172413793,3.389830508,11.86440678,1.694915254,84.74576271,11.86440678,5.084745763,1.694915254,100,66.10169492,5.084745763,1.694915254,28.81355932,84.74576271,1.694915254,6.779661017,5.084745763,6.779661017,1.694915254,0.03974284,0.06779661,1
0.028169014,0.112676056,0.042253521,0,0,0,0,0,4.359191654,1.089797913,4.359191654,0.544898957,2.179595827,1.089797913,0.544898957,2.179595827,3.26939374,1.63469687,0.544898957,2.179595827,1.63469687,1.089797913,46.47887324,0.142857143,2.816901408,11.26760563,1.408450704,46.47887324,11.26760563,2.816901408,1.408450704,100,80.28169014,2.816901408,1.408450704,26.76056338,38.02816901,1.408450704,5.633802817,4.225352113,5.633802817,1.408450704,0.182293763,0.070422535,1
0,0.086206897,0.034482759,0,0.035087719,0,0,0,3.717433328,0,2.65530952,0.531061904,0.531061904,0.531061904,0,1.593185712,1.062123808,1.062123808,0,0,2.65530952,2.124247616,36.20689655,0.315789474,3.448275862,8.620689655,1.724137931,60.34482759,8.620689655,6.896551724,1.724137931,82.75862069,56.89655172,6.896551724,1.724137931,13.79310345,55.17241379,1.724137931,8.620689655,10.34482759,6.896551724,1.724137931,0.086509377,0.086206897,1
0.024691358,0.024691358,0.024691358,0,0,0.0125,0.0125,0,1.512118505,1.008079003,1.008079003,1.008079003,0.504039502,1.512118505,1.512118505,3.024237009,5.040395015,1.008079003,1.008079003,1.008079003,3.024237009,1.512118505,43.20987654,0.2,11.11111111,3.703703704,1.234567901,69.13580247,3.703703704,2.469135802,1.234567901,85.18518519,72.83950617,2.469135802,1.234567901,19.75308642,79.01234568,1.234567901,2.469135802,3.703703704,2.469135802,1.234567901,0.081635802,0.061728395,1
0.026666667,0.093333333,0.013333333,0,0.013513514,0,0,0,7.177777572,1.104273473,3.864957154,0,0.552136736,0,0.552136736,2.208546945,1.656410209,0.552136736,2.208546945,1.104273473,0.552136736,3.864957154,32,0.297297297,2.666666667,8,1.333333333,33.33333333,8,4,1.333333333,97.33333333,68,4,1.333333333,13.33333333,13.33333333,1.333333333,5.333333333,4,5.333333333,1.333333333,0.00990991,0.093333333,1
0.016129032,0.048387097,0.032258065,0,0.016393443,0,0,0,3.67523822,0.525034031,1.575102094,1.050068063,0.525034031,0,0.525034031,2.100136125,1.575102094,1.050068063,1.050068063,0.525034031,2.100136125,1.575102094,32.25806452,0.278688525,3.225806452,14.51612903,1.612903226,30.64516129,8.064516129,4.838709677,1.612903226,100,74.19354839,4.838709677,1.612903226,11.29032258,30.64516129,1.612903226,17.74193548,6.451612903,4.838709677,1.612903226,0.005552618,0.096774194,1
0.018518519,0.074074074,0.037037037,0,0,0,0,0,1.522681427,0.507560476,2.030241902,1.522681427,0,1.015120951,1.015120951,2.030241902,3.045362853,1.015120951,1.015120951,0.507560476,1.522681427,0,44.44444444,0.169811321,3.703703704,20.37037037,1.851851852,64.81481481,3.703703704,5.555555556,1.851851852,96.2962963,62.96296296,5.555555556,1.851851852,22.22222222,59.25925926,1.851851852,12.96296296,3.703703704,7.407407407,1.851851852,0.165269043,0.092592593,1
0.017857143,0.125,0.017857143,0,0,0,0,0,3.637735078,0.51967644,3.637735078,0.51967644,1.03935288,0.51967644,1.559029319,2.078705759,1.559029319,0.51967644,1.03935288,0.51967644,2.078705759,0.51967644,39.28571429,0.181818182,3.571428571,5.357142857,1.785714286,62.5,5.357142857,3.571428571,1.785714286,98.21428571,55.35714286,3.571428571,1.785714286,12.5,28.57142857,1.785714286,16.07142857,5.357142857,10.71428571,1.785714286,0.144805195,0.125,1
0.041666667,0.03125,0.010416667,0,0,0.010526316,0.010526316,0,9.832465016,2.184992226,1.638744169,1.638744169,0.546248056,0.546248056,1.638744169,2.184992226,3.277488339,0.546248056,0,1.092496113,4.369984452,4.369984452,37.5,0.168421053,2.083333333,3.125,1.041666667,86.45833333,3.125,2.083333333,1.041666667,92.70833333,64.58333333,2.083333333,1.041666667,51.04166667,83.33333333,1.041666667,7.291666667,2.083333333,3.125,1.041666667,0.102960526,0.0625,1
