dist_93,dist_76,dist_3,dist_62,dist_18,pseudo_2,pseudo_11,pseudo_4,ss_5,pseudo_15,pseudo_20,pseudo_6,pseudo_13,dist_16,pseudo_16,dist_17,dist_47,dist_2,pseudo_14,dist_75,pseudo_1,comp_16,dipep_211,pseudo_10,tran_18,pseudo_3,dist_1,aac_2,dist_77,dist_78,dist_72,ss_1,dist_91,pseudo_7,pseudo_9,dipep_48,dipep_31,aac_3,dist_29,dist_40,aac_13,dist_10
6.666666666666667,5.0,26.666666666666668,1.6666666666666667,0.0,0.0,2.664645095365249,0.0,0.13333333333333333,2.664645095365249,5.329290190730498,0.0,0.0,1.6666666666666667,7.9939352860957475,15.0,6.666666666666667,1.6666666666666667,0.0,0.0,13.323225476826245,0.3,0.0,2.664645095365249,0.1694915254237288,0.8882150317884164,15.0,0.0,10.0,1.6666666666666667,0.0,0.047740112994350284,1.6666666666666667,0.0,0.0,0.0,0.0,0.016666666666666666,78.33333333333333,58.333333333333336,0.0,15.0
25.0,4.166666666666667,6.25,2.0833333333333335,4.166666666666667,1.3424786517814367,1.3424786517814367,0.0,0.125,0.6712393258907183,1.3424786517814367,0.0,0.6712393258907183,8.333333333333334,1.3424786517814367,2.0833333333333335,2.0833333333333335,8.333333333333334,0.6712393258907183,0.0,5.369914607125747,0.3125,0.0,1.3424786517814367,0.2765957446808511,2.013717977672155,2.0833333333333335,0.041666666666666664,6.25,2.0833333333333335,0.0,0.043882978723404256,6.25,0.0,0.0,0.02127659574468085,0.0,0.0625,100.0,70.83333333333333,0.020833333333333332,45.833333333333336
1.2658227848101267,1.2658227848101267,1.2658227848101267,1.2658227848101267,1.2658227848101267,1.4035205343427861,2.8070410686855722,2.8070410686855722,0.0379746835443038,0.0,3.5088013358569654,5.6140821373711445,2.8070410686855722,3.7974683544303796,2.8070410686855722,6.329113924050633,6.329113924050633,3.7974683544303796,3.5088013358569654,97.46835443037975,3.5088013358569654,0.5316455696202531,0.0,4.210561603028358,0.07692307692307693,2.105280801514179,2.5316455696202533,0.02531645569620253,3.7974683544303796,12.658227848101266,75.9493670886076,0.3302499188575138,10.126582278481013,7.7193629388853235,0.0,0.0,0.0,0.0379746835443038,100.0,64.55696202531645,0.05063291139240506,70.88607594936708
1.3157894736842106,1.3157894736842106,1.3157894736842106,1.3157894736842106,1.3157894736842106,0.7083557237903202,2.8334228951612808,2.1250671713709606,0.06578947368421052,0.0,2.8334228951612808,1.4167114475806404,3.541778618951601,2.6315789473684212,1.4167114475806404,10.526315789473685,10.526315789473685,3.9473684210526314,1.4167114475806404,38.1578947368421,9.208624409274162,0.40789473684210525,0.0,1.4167114475806404,0.21333333333333335,0.7083557237903202,2.6315789473684212,0.013157894736842105,3.9473684210526314,2.6315789473684212,19.736842105263158,0.04824561403508772,11.842105263157896,2.1250671713709606,0.0,0.0,0.0,0.013157894736842105,89.47368421052632,68.42105263157895,0.06578947368421052,42.10526315789474
1.25,1.25,1.25,1.25,1.25,0.7383625499765959,4.430175299859576,0.7383625499765959,0.075,1.4767250999531918,6.645262949789363,2.215087649929788,0.7383625499765959,2.5,2.9534501999063836,5.0,5.0,2.5,1.4767250999531918,26.25,7.383625499765959,0.2875,0.0,1.4767250999531918,0.24050632911392406,2.215087649929788,5.0,0.0125,3.75,10.0,18.75,0.014082278481012659,2.5,1.4767250999531918,0.0,0.012658227848101266,0.0,0.0375,88.75,73.75,0.0125,26.25
1.1904761904761905,1.1904761904761905,1.1904761904761905,1.1904761904761905,1.1904761904761905,0.0,2.8714717336101456,2.1536038002076094,0.08333333333333333,0.7178679334025364,2.8714717336101456,2.8714717336101456,3.5893396670126823,2.380952380952381,2.1536038002076094,5.9523809523809526,5.9523809523809526,3.5714285714285716,3.5893396670126823,85.71428571428571,7.1786793340253645,0.34523809523809523,0.0,3.5893396670126823,0.27710843373493976,2.1536038002076094,2.380952380952381,0.0,3.5714285714285716,2.380952380952381,25.0,0.019793459552495698,5.9523809523809526,1.4357358668050728,0.7178679334025364,0.0,0.0,0.03571428571428571,91.66666666666667,73.80952380952381,0.05952380952380952,33.333333333333336
0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.8620689655172413,5.893573167804016,10.477463409429362,3.2742073154466755,0.0603448275862069,1.9645243892680053,3.9290487785360106,3.9290487785360106,1.3096829261786702,3.4482758620689653,3.2742073154466755,1.7241379310344827,1.7241379310344827,4.310344827586207,4.583890241625346,78.44827586206897,5.238731704714681,0.47413793103448276,0.008695652173913044,2.6193658523573404,0.14782608695652175,3.2742073154466755,1.7241379310344827,0.07758620689655173,5.172413793103448,1.7241379310344827,54.310344827586206,0.12863568215892054,7.758620689655173,2.6193658523573404,5.238731704714681,0.0,0.008695652173913044,0.04310344827586207,100.0,74.13793103448276,0.017241379310344827,71.55172413793103
0.43859649122807015,0.43859649122807015,0.43859649122807015,0.43859649122807015,0.43859649122807015,12.79152064720186,9.593640485401394,14.070672711922045,0.02631578947368421,5.756184291240837,10.87279255012158,5.756184291240837,0.639576032360093,0.8771929824561403,3.837456194160558,1.3157894736842106,0.8771929824561403,0.8771929824561403,3.197880161800465,100.0,14.710248744282138,0.3991228070175439,0.004405286343612335,12.151944614841767,0.17180616740088106,7.674912388321116,1.7543859649122806,0.08771929824561403,2.6315789473684212,0.8771929824561403,80.26315789473684,0.23264935466419354,1.3157894736842106,2.558304129440372,5.116608258880744,0.004405286343612335,0.004405286343612335,0.05263157894736842,100.0,73.24561403508773,0.0043859649122807015,78.50877192982456
0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,0.970873786407767,6.40138797029423,5.121110376235384,5.761249173264807,0.038834951456310676,0.640138797029423,1.920416391088269,7.041526767323653,1.920416391088269,4.854368932038835,1.280277594058846,1.941747572815534,1.941747572815534,4.854368932038835,1.280277594058846,98.05825242718447,2.560555188117692,0.5242718446601942,0.0,2.560555188117692,0.11764705882352941,3.840832782176538,2.912621359223301,0.0970873786407767,1.941747572815534,4.854368932038835,75.72815533980582,0.2730820483533219,1.941747572815534,1.920416391088269,3.200693985147115,0.0,0.0196078431372549,0.05825242718446602,98.05825242718447,69.90291262135922,0.02912621359223301,79.6116504854369
0.41841004184100417,0.41841004184100417,0.41841004184100417,0.41841004184100417,0.41841004184100417,7.850947948628645,9.813684935785805,6.542456623857204,0.02510460251046025,2.6169826495428814,8.505193611014365,15.70189589725729,3.9254739743143223,3.3472803347280333,3.9254739743143223,0.8368200836820083,0.8368200836820083,3.3472803347280333,8.505193611014365,96.65271966527196,6.542456623857204,0.4895397489539749,0.0,13.084913247714407,0.15546218487394958,10.467930598171526,0.8368200836820083,0.0502092050209205,1.2552301255230125,0.8368200836820083,71.1297071129707,0.2208958897366478,1.2552301255230125,4.579719636700043,8.505193611014365,0.004201680672268907,0.004201680672268907,0.06694560669456066,99.581589958159,74.05857740585775,0.02510460251046025,71.1297071129707
